id,Accept
a781fe46765,0
45d37f0ac17,0
7a9815a3e18,0
45f59e58a4c,1
44cc6d73aee,0
6e4f76f0991,0
8d5521921a5,0
8b9baf5f5b8,0
997f6af242d,0
c703f2fa043,0
83ccd038493,0
324f1398761,0
37e5254bbe3,1
f810a4da45b,1
6d423ab1949,1
69a09cd3406,1
7159bed8435,0
2f78b5876ba,1
2071d064f58,1
4bf6500a809,0
8e567846712,1
acc7203c8c0,0
79723901578,1
c55f08f43e9,1
68b90313b26,1
33fcd6d34d2,1
6bbcf8eb07d,0
a6120b15bcc,0
10aa1ed7561,0
270c16b577f,0
98b680103f1,0
608c0476da6,1
40ba596478a,0
b822348bef0,0
0c13b1bab79,1
ca1a96cfdd5,1
75f2ec12f48,1
763b20eed92,0
1416e72a19b,1
93624093015,1
c937b1da6e1,1
30919bf2ee3,0
9df272d8c73,0
d97a5484612,0
37686731abe,1
d7200a02127,1
a700f2853b7,0
a61ed260c96,0
dca98d68820,0
239ce0865d3,1
65f67f4149f,0
ddace7d9104,1
49f582066fe,1
c5dd0665848,0
506a345c6d2,0
1aeea44fd05,1
463e801b5d2,0
82c44090a82,0
ac961af3fe2,1
82ea6dc9b84,1
f95accfcc75,1
f7f8923588f,1
4c13fb9e7c0,0
cce416983dc,1
b752687cdb5,0
be331748ac9,0
5f46c3aa39c,1
d59cee24425,1
9c6a28e3b6a,1
ce579311199,0
2b5cac82f5e,1
5f827b14f72,0
68b7b797029,1
ff441cd2a69,0
8e8d3bf44c5,1
eb741c702f3,0
87b44387e2e,1
26892424d04,1
27992e5032c,1
8f3c33d15c0,1
9ded86985ab,1
ba34a76544d,0
135026d27dc,0
cd5153ea7f9,1
c8e3b0710e6,0
465a539de3c,0
6a35b36a57d,0
0f5a516496d,0
35c31105dab,1
28b3afedfd6,1
94baaefc6b7,1
483d1f62964,0
881f664bae5,1
e264ea30bcb,0
3ffe6013744,0
b5b69099136,1
cba8f814c20,0
f5ca7fd70c1,0
5df3f3268dd,1
93d5366cc47,1
50bc8bc9c61,1
c9809dc7eda,1
a8073e5ad45,1
9fed90ba924,1
f8fe9bff939,1
61a5acfeb1b,0
d27992edc68,1
99dcabfdbbd,0
2512ba9e217,1
b848195c647,1
9d77dde6afa,0
f68c725d5c2,0
5c2467209dc,1
3ac19c3c53f,1
890ae4cffee,1
34bdc4316ba,1
4523eb322c8,1
e5a212771a1,1
9644975361d,0
573fc5e7eb3,0
17d72324c8c,1
d5085ef295b,1
1f3f2bf4ec9,1
9f7b71d97a9,1
f730cbd8a89,1
d132bf6a5de,1
483d53180d1,0
9b879d11545,1
fcc63659d23,0
3e5a0557785,0
6e35b221037,0
8a6ae9cb1d2,0
cae015252ab,0
8ee008c7de0,1
5edc518143b,0
11479a9fc63,1
3411fe4782b,0
b86c9860266,1
3819976012f,1
d3c7806b783,1
99ff1370ec6,1
2bfe1c5a935,1
98f316864af,0
555822db41e,0
e99d1bdd798,1
4dcbd21b0dc,1
421c0c39ae8,0
7a04c913b7b,1
0cc22769318,0
c6036b608eb,0
ae438f5c37a,1
c1f38aa4446,1
6942c8cb448,1
bdf355d194c,1
f4cb8126ffe,1
7b5750525a8,0
e7d8afa9863,0
f4bceb366b8,0
d7b3e89d20f,1
1c7c76c3af4,0
4ecf6aa3349,0
f1c6ef34f73,0
e6b87f3f1bb,1
fab78cc906d,0
b8f7ff5be58,0
43d3d254471,1
5a6ef2b6bea,1
1e0c093d336,1
33c6fa5d107,1
a0fa44515a1,0
31ecb69708e,0
7ac69b69ad3,1
887c8644f72,0
cb4160e0e0a,1
bd0a4bf7811,1
bb64c21499f,0
30125860f53,1
66d0f915fa5,0
2329a9f2fb5,1
f9172b19416,0
5429e2c3bbf,0
ea9a9aecbca,1
13f86867ed6,0
aa3c1569eca,1
cce8d345196,0
bb00887090e,0
073b487bf71,0
a1a6df12956,1
9ca6999f10a,0
8848bf049d9,1
d8b0a692f12,1
dcbbac92461,0
0dc5037758e,0
6dfc9ed9e58,1
b076fa086c8,1
1b7b6a43371,1
a76c615b7f6,1
1a199c49ab9,1
87afd610524,1
71410cccd03,1
dca7b4205f0,1
5db9fce9723,1
0b742f26039,0
1dcc2c1ccc6,0
f923af22fea,0
c202be122c5,0
05243f7ba5f,0
8dc4a447f95,1
5933c1ec9d7,0
80e5f3560be,1
155ee7415c8,1
7f0fbbbcc43,0
7f3a7dbaa50,0
858185f0b8a,0
a5c1825c6af,1
fcb50ba8f5a,1
65486f9db6d,1
1e0dd1b7b6b,0
0a83557ce19,1
2adf319a8e4,0
188e886cdd2,1
f585a74cf26,1
cf1c72f239d,1
4b4c3c57344,1
fdd1ccf86b1,0
0da04916987,0
e36cabf1026,1
f6c40c1bcf1,0
29e71b62826,1
9adee38c903,1
e4d2ca3e30b,1
16344ec135e,0
f1fc2c845d4,1
b05d55cbfbf,1
c8d448c97f7,0
bc91af6dac1,0
79b41c5b27f,0
44bec81f9bd,0
69efabca88f,1
45b397f2d6f,0
b3d708a4edc,1
e3aa13c272b,0
d230f64ddb9,1
5159b52a863,0
02b65571e89,0
420fd9f84c4,1
e80d1ef1f3c,0
a50b9b1232f,1
a7e86f95d6e,0
6609409cd81,1
3cb13f817b1,0
31ab53c85dc,1
c69cdee7f2d,1
a89bf30216d,1
be4908e54a6,1
ccc89cc6092,0
c7694c65f9d,1
a1d8521e8fd,0
eaed959c033,0
fbe912b9317,0
99226aa9b55,0
fc645801ea1,0
d53a1747609,0
084cad4e0ef,1
29bcd3fdadc,1
0a806b5537b,0
477f5bffd83,0
dd2937e9d43,0
60844ac6db5,0
d6cf56f8fed,0
f80f8302f23,1
172f281a3a7,0
8c9a6201fdd,0
a27a927779b,1
7604f3585f3,1
921bd69d7bc,1
400db0576a3,1
d4e3f067dbe,1
5b8b4eddbd4,0
f42b56e521e,0
5830915f404,1
969622cc3f0,0
654d167cd6e,1
9eba6d45b7b,1
ae7e96b735e,0
ad3e5184913,0
4027ed73f0a,1
9f1ec6628ae,1
8a87cd17dd6,1
595de392c45,1
c32cc3ea256,1
213e659dd03,1
1bb33b00514,1
ecf032dcabb,0
971550d6bfe,1
2321d9e399c,1
0c28259ff9a,1
4da7be014a6,1
17ee5948999,1
589e2e624ee,0
9e63cd89989,0
e17c52e8a14,1
6922629488a,1
f594ed20415,1
f8527c42482,0
10f54c0be52,0
8cf9b011ba4,0
1393171698f,0
02fb644422a,0
9afcc15b56e,1
6ae0a5b96ab,0
01d309a42c1,1
5676f1217b0,1
a630cc5f9c7,0
997b362c1dc,0
489b1c5d3fe,0
fd245166dad,0
3966782150a,1
91d5e476f99,1
57252ab9974,0
c742c026225,1
d63ddbce7cd,0
d466e0317a0,1
7e8a3a7ddb6,1
bdf9d28bcf3,1
65bda0f1938,0
8262a0c619a,0
037b1315140,0
493c0229fd2,1
1dad988a68d,0
5aa181fe5ed,1
bb3153c5a1b,0
e4ff069ae5a,1
530394d733b,0
f74242c1f74,1
a74911b86aa,1
5dcde46efc4,1
06da92518d8,1
c0b8bf407b6,1
d0bd810aeb0,0
ccd73d21ea3,1
ca8e6715bb1,0
8532c948586,1
5134fb45463,1
e02e5f8fa76,0
ae83de3dc67,1
9473392ed86,1
7328be77545,1
2661e3477a3,0
ed9a88fc5e5,1
124b9c21402,0
1606990dc5d,1
7b017872217,1
677ea129ed5,1
c0caf0de0fa,1
11cd6fd1d74,1
a2cc4f5d148,0
de7c6ed270d,1
a1d8ca01f3f,1
5c30f7c35f4,0
9c602aff7de,1
3c626442dd3,0
d5e7c23ccd0,1
f611b26a875,1
5c0380dc853,1
9f9dfcafbb7,0
d4728158df0,1
95b43d0374e,1
6a4bd24a4c5,0
c5acd92b8dd,1
08332da06fe,0
c02250ac79f,1
20acb8e495a,0
e6421ae3441,0
6c42667d660,0
da4be6d1b46,1
76103df8926,0
6e5305cc6ca,0
482d7710c9c,1
f566a276c30,0
17528716523,1
44a9a9213c7,0
06723377921,0
c1240d996ec,1
9225bef0eab,1
582f30ce915,1
7729c79bbfb,0
65256a4cc31,1
bf0798accc0,0
b9cacaf3963,1
25f6a46e173,0
653fce982e8,1
56544471629,0
6d1e0dd4ef1,1
b0924f682f0,1
7f1ce8b1037,0
8a07f7f2802,1
5c11d163dd6,1
6e06611aae1,0
7c97847f612,1
18c3d6d280d,1
7c2e1950b64,1
0e45e6c96b4,1
e83b331a1ca,1
ee640ec2ce5,1
7378fd09888,1
772950c5194,1
82351410278,1
2be14e10f6b,0
72bfdd28341,0
18a02e2dfc2,1
4d9d3f4acdf,1
3d49afa3892,1
dad0684770b,0
fc57f084c02,0
ae973c594ed,1
72569260d4c,0
071a64139fa,1
e3d5af0412f,0
d6f9fe8f771,1
cd3036f392e,0
643e7053737,0
71a7b994c53,0
f0753b9c7c5,1
53255ba0afb,1
bf50959f3cc,1
35038fcc4be,1
62c5a4bbae6,0
200fcdf7f9a,1
ab05de8c8a0,0
ff60fbdfe53,0
f542fa65e46,1
316a7b70113,1
98670124204,1
67221eef804,1
689c60be791,0
b22f5d24b3b,1
75307af519c,0
023e8626f29,1
9d13559851f,0
16a4489784e,1
605c2b0cd34,1
896e4a111d8,1
24121cf63f7,1
bb6db591032,0
b3cd9e97661,0
33172618013,1
192303beeb9,0
33ac39d84d7,0
db038b3bc43,1
6a03e5a02dd,1
499ffddce0a,1
78af26e3f55,1
ef2ef59caca,0
a7ee0ce7061,0
6b51c5a9563,1
a0f0465c1c9,1
3d0e45226f9,1
8e2bf0b3a18,1
23f6d76fea9,1
1eb11881eeb,1
a55816dd3d8,0
3c4dfae4ccb,0
512b2c3aa27,1
ad835b7a229,1
d5e2632451b,1
eb2e200d2e3,1
88f6b2d938b,1
5551d69bd56,1
3a8d25397e7,0
9ae3aa64bb0,1
9a7283ed3b9,1
d015dd9e2dd,0
dbec928b311,1
05f0b88fa75,0
d36a76a6fad,0
c63bef7b86e,1
6c01c915a7c,0
5b6d7da57a7,0
a1794a9a117,0
d7cb3926346,0
8949529e644,0
99f95afdc9f,0
ec993db5795,0
29efc1e1d84,1
7504368d17c,0
8790e10ea23,0
0406c3e3d5f,0
efe59108dd6,1
10b070617e9,1
2e55936e135,1
bcc69672fbf,0
e6a29072a4f,0
cb79cfd8b78,1
7d22b27624d,0
45d854d2c20,0
67b7db6a36a,1
2943e33062f,0
59be9ed93ed,0
dc1ae617706,0
825e47469a0,1
9009ac624ac,1
84ae2d05bea,0
4f081b5aa7a,0
7c215d81bc6,0
8c5622985a5,1
0cecfcfdb17,1
8188d8d17a1,1
b8dcce4abb6,1
a979c000382,0
7ceaf32c1ff,0
66289fe7559,1
5b6c0882cad,1
b4a6c77525a,0
c7caa597455,1
2b2cb4843f4,0
58fa1d1c8b1,0
f4dd796b7ea,0
8e8667ed441,0
113138ec7b9,0
a4b754f1d3b,0
89265b5493c,0
5f2fa9e3214,1
2305dcf73e6,0
b411bfd98d2,1
6db701ea559,0
085df587048,1
78a9e0ed6d6,1
08745d179bf,1
4c6ec440ad0,0
57dc6cffa2b,1
576e1ee9e0d,0
dc6c996682a,0
038c6e7265a,0
2302bec3c8d,1
f54bac52231,1
8cd7672d896,0
7e6889aba59,1
289102e242f,1
442ba5f4d92,0
f2097b13644,0
bc1adfc90a6,1
a5c6d484ab5,0
8e424886a7f,0
af931adbb65,0
aafef1872ca,1
bf11b0ee7ec,1
6253b4d1bc9,0
902125cd467,1
02324f8227f,0
0cbf61746a4,1
22b26811187,0
171a671e3e2,0
b52fb222a27,1
a49b0bcfde7,1
81df831d90a,1
6165fa78f49,1
b03582c5adb,0
e758584b8ed,1
7b758d482c8,1
0673f8917be,0
5924d299688,0
f4791e4b671,0
36f14e2a1bc,1
7ac96e27b61,0
dc58ede85fd,1
82190fb08c5,0
d312a8024ae,1
5ba1e1a76bd,0
584172c1568,0
eda63214d01,1
b1a996ed250,0
ba547564336,0
fd0a0b3cf67,1
2c0eb12d543,1
e9a50443115,1
25ca1d566b1,0
3eb7453f237,0
5869930885a,1
daa4337344c,1
9f01e9a69d3,1
08056c7d67e,1
82fd2b8e76a,0
c860ebbafae,1
d761668caf4,1
5068b334fea,0
e43945dbe66,1
5435947fc28,0
28924e6c14a,1
6e3118f7b7f,0
3bc3927fa08,1
64426f1b0dc,1
8e45accb603,1
838f3d68093,0
40153fac962,1
bcfd594b97c,1
17e7a644a48,0
a3b49d1c42f,0
e9d9b282e50,0
ef33ece466b,0
0cd72f881e3,1
cab11787c3d,1
60a53d26ae6,0
efe543f59dc,1
e8c1fe5586d,1
59b2a272342,0
1f2adbd87ec,0
c0231847e48,1
f5482965493,1
e2585626206,0
7946057b0dc,0
8f89a5ce645,1
0fa11a696b1,0
0395e7803da,1
9baa1dab29f,1
ce4154bdaec,0
c6c74d2290f,1
6ebd9ab40f0,1
141a3e5f636,0
c960fb6a83c,1
62dc2862aeb,1
acee12e0b65,0
61823fca208,1
f64ed38729d,1
55d4ca85d94,1
06e1dc84d6b,0
1e6fa60bba0,0
deab5dfc90a,1
be575a37c0a,0
070a2898101,1
cbfd70e91d5,1
6e9aad14d82,0
d1b5f333398,1
497173d0496,0
c0c1bcffb64,1
691e7db7c3c,0
8215b362da8,1
6cc18dda148,0
32c703f3cae,1
cf07f80bef6,0
83ff83fd89c,0
2051f2f33bb,0
eee6ccea686,0
b36563d3f37,0
6d37a2a685c,0
be44d32996a,0
a6cc64d8d70,0
ad3f61c9838,1
edf0b768e1d,1
85c35826203,0
8fba6e8693a,1
737b2a281d9,1
dcdcd0426a3,1
b98155a0053,0
bc59e1c6184,0
c02de4166be,0
76b2dad7701,1
a9f4a95ad0f,1
1a28a90c09f,1
d5462ee90a6,0
0253e8173fd,0
b10bbbd8d2e,0
4c404ed10ac,0
b7f7fb09edf,1
1405177274f,0
0e0c42c7a9b,0
975e06164ac,1
a90c33557b3,0
84408e65f0d,1
08e0828bf9c,1
b5801519d84,1
447b7f8a62d,1
02f49a28a9a,1
c4a11bbd4d1,0
fc672cf7b8b,0
c615c172fce,0
7f1ed31892a,1
4e585f6768f,0
6c593d785a4,1
5f83f30aebc,0
4def8e163af,0
db5bfce6e7f,1
a15b78917f3,0
4f5005303f2,1
fe62c84414f,1
e8d52b9b09d,0
4104b0e961a,0
15f38abf922,0
0254a76152e,1
00c8ad3fed8,1
010e62c172c,0
43581a34c3e,0
74df7ff100e,1
e5af896a4ac,0
50eab7a342b,1
3dad4bba9f2,1
05e953c1ccb,0
8ee49366419,1
58359d3cfde,1
dc7a890f365,1
e9dd08af995,1
184281489c8,1
ec42471526a,1
d1c094ec388,0
e719857b8cb,1
03df93bf3d4,0
25bcb0f8223,0
1034ee8c1ee,1
6081b705e9e,1
84f981a4e83,1
6187c7e8ab2,0
0145b5d5ee4,1
52e2ab73c6c,1
ecdb2cc9cb4,0
9c4071e8bfd,0
68669877153,1
12b63f72f7e,0
cb7144add50,0
9f0b9c41907,0
399abbccb1f,0
cd22cda3a4a,0
fcf4b5e63d3,1
af4cfe761f3,0
ba11220ab4c,1
6c7895a927f,0
f67568f8569,0
b0540b249a0,0
83607c88610,0
982bb7875e8,0
823ce57680e,1
07187199f28,0
dd43e12c812,1
830dd8f443d,1
692da5930b6,1
246edc6a242,1
d52a6a3170d,1
2ba53093876,1
765bc694994,1
2bf9b08eeff,0
fdc8b03c9e5,0
1422cb58f24,1
7f749c9eff5,1
d8f2af33a97,0
ff15fd512f8,1
989ac367c93,0
3b9eeb89a58,0
540a43d8d6e,1
972f0554137,1
674af8e2a8a,1
e473e7b4fc1,0
ee240bb8d09,1
92f2bb01c94,1
962d8d46da3,1
8734dba75ce,1
94709dbfd94,0
2ebe6cb0873,0
0a4de22f9d8,1
8f5af5fd94f,1
2eafc30473d,0
e11a97e04cc,1
68d412b5b13,0
e6d7d69ae98,1
437b59fb91e,0
358368abd6f,0
ac00cde6e40,1
28c749271e2,1
65bdcfb428c,1
51e168cb41d,1
005ddab9688,1
031a02cb921,1
56ae0ea47fd,0
e53194cc72a,1
b7ce859e46e,0
93049d65ec7,1
921011a4414,1
256f97cf75f,1
a3bdc0f4ec5,1
5725cb1e38d,0
07eed06f288,1
5897b3aa1fd,1
eff16669149,1
cfd272a42ce,0
a74e53adce0,0
8f3de73405b,0
4203aec2845,1
1053e2b075c,1
d42b0596541,0
2b39ca43f52,0
b4735d02fbb,0
7b74537f2e6,1
059096d8cc4,0
04f7d8e90dc,1
2a3fa195f97,1
afd7defaa27,1
cd66d29b19c,0
e58807eb9cd,0
81fc7e947f7,0
6a7c7d8f543,0
6e23cde580a,1
4af77149f5c,1
a6510ac08c8,1
69d67abca3c,0
d98b6d3c0df,0
721d38fa144,1
11e34bb7bcc,0
3f6b4e3d068,1
5f9285343b4,0
9ab5cc0bf89,0
6d60a927c89,1
9029181b30c,0
50ee7e11ae7,0
f86a53a44af,1
f22b9880c3c,1
faa95ff2e58,1
a212ed662e1,0
5704a81a119,0
fc3f8d5342b,0
3d27ea7ba10,0
784c4a2df80,0
c3e2c5dbab2,0
1a0b060e826,1
3ad18cdb16d,0
e5f59e15636,0
06fd3e16b7f,0
9f66fab43ee,1
e807ebe41d0,1
f12920d37be,1
d6e6cc56bd2,1
df25f793043,0
d036897bd84,1
7b7a9a2ac09,0
e424997b006,1
6bb6f0c00d2,1
cc34796e4c0,0
284eb904dea,0
213c7ff0733,0
d2b7ff56342,1
c6b9537ef3e,1
15121bd1eea,0
68dff4f8ed7,1
8a99cd53008,0
92d1bfe2323,1
a40ab00d936,1
1270afdc880,0
ef7ebb07134,0
66a032a99bc,1
cabdcdc729a,0
e0c15c401a0,0
fe71e14fbaa,1
e749cf6122c,0
9e16b388681,0
bf4a69e233f,0
38fda0bdc73,1
77de26da3ba,1
6743919f624,1
c3b04f9b145,1
3c0b1966b1c,1
1c3f511932d,0
eb74c1057ca,1
7d31947b86b,0
07bcb210097,1
ef06c71be4f,1
0f8d6e60683,1
2a4a8e87d10,0
bfb9b6cdda8,1
ef0338c26df,1
f7d56383f4e,0
389df53458f,0
c9f0f330a61,1
2be8eb027ae,0
db4ed6edbef,1
aeff5f9490a,0
5d947ce5e0a,0
cd5d772f824,1
bfe8ab4f644,0
cfba0cee6a2,1
e9399e0f211,0
c0d4ca37f47,0
403a7f2a261,1
babbd5aa0a3,1
e191b772233,0
f9afc3b5477,1
fca187dde41,1
69e04902e7c,1
481c0325478,1
6729b67a6ce,0
7241d60d32c,1
7afc0073741,0
9e124959473,1
5cb970f50df,1
78df7392f0e,1
a2944badc9f,1
d37d16d0af8,0
8d8de382307,1
b13ade8635c,1
6d2a85fdc69,1
3a7a20da6c4,1
ee4f5d4a454,0
fd1c3c13bd9,1
f4f74858e5b,0
a84942b0c92,1
0b49c6d1d1d,1
b8671a2aac0,0
d7e07fe3c24,0
5615c851396,1
d4d401ee0b6,1
4a002567152,1
2b405e48706,1
b1b12591963,0
32048ba022a,1
6421e51cca5,1
aba342958ec,1
d0d8f957e67,1
0b04b4cd871,0
d23e4c17ded,0
133e74bbac5,1
16556f6eda5,0
e01e7d245c1,1
9c3d23bc7a3,0
6990aa309d6,1
d80dfe61dfb,1
639a4f7acf4,0
3dfdbecc57d,0
66cc047c9ae,1
c789ff2b7ba,0
14c596c5a83,1
b29875e5fc5,0
4b1695a738e,1
19be132fe21,0
2d5b98599fb,0
ee7b7a1b609,0
85016885815,1
57f166e908e,1
f6830aa3590,0
07fae2b88a2,1
aa22a37ca5a,1
6dd1e26c903,1
60455a52bba,1
4718cef8be0,0
eb87dd85f4e,0
efa19810296,0
d08f3020fad,0
c337defdf9a,0
b865ba266b2,1
44203dfa4e2,0
fd8bde1af55,0
0db5c257c66,1
4da38396581,1
00e3efbe74c,0
77d37e61beb,1
509a136187d,0
12d6d3c4f4a,1
bf74e00efc6,0
1e7cb71c253,1
e829b851600,0
5183079ce9c,0
e2122189f2e,0
0571bc5cbd9,0
07ffab5be98,0
caae9fc9a67,1
879b0d15117,0
5ee5d7d9b34,1
4eebab9132a,0
8c4e0c9e90b,0
d5b98ec82eb,0
19fd1b8d584,0
0d187004265,1
ab4e4598f3d,1
202e9ca9e49,0
acba51f7baa,0
2a4d7af8bde,0
ac44a9beb15,1
b0d5dedbd5f,0
6a68911af4c,1
8fae47b500c,1
e139b6c79a6,0
0b48ae28f09,1
969f5adc1f6,1
44299d4c54d,1
189767ff552,1
ecd962595c7,1
f2992bdf63b,0
6f0747d9133,1
b3403a5f067,1
0383796e03e,0
87add7e540c,1
8127e6acf30,1
55c4ddbc024,0
fb873e36205,0
220e14fe468,1
2185b578ce3,1
eb6985679a7,0
3a608c12ce5,1
753d1b80c13,0
296fed5512e,0
dfc031c25ad,1
0f3793ec0c2,1
ce8f05085c1,1
69ffba39637,1
9572502ec47,1
cb1ad13f0d9,0
ea91a91462c,1
da9eb5e287c,0
19936b43fe2,0
453e171f91d,1
5656ba1b66c,0
26e78b529e3,0
1965716f3d2,1
c7350f79c50,0
8d9f98bb9e6,1
a2fc34974ef,0
b3a61964559,1
ec1d76b0bc2,1
c1b92d0026f,0
93b1d4d5346,1
4a369d35f04,1
b661d440504,0
3274a1a360c,0
1bfe95895fc,1
5db245c3036,0
5768164e88f,0
44fb058dac5,1
6938fe99639,0
14db2247106,0
379de8e20a5,1
9dfcfa1e543,0
f979cf99641,1
c8bf242bd13,1
cf501699fb7,1
69777f9be01,0
51e71a67514,1
0698d759746,0
f832a63f0e6,1
84d2f14748b,0
4fbc1dde872,1
68e1dec4da5,1
9fbcf642417,0
80d8a8ad6f1,1
ee377fd2e3c,0
5a580271af7,0
10cc5184618,0
7f2f6e017a6,1
2c35a8b07c2,0
f39fa0b1a83,0
57a9853652f,1
7534c3bf367,1
b5598217ddd,0
a0608064136,1
9b8fbe02a0b,1
599735d7b9d,1
47bf6bdf3ae,0
499ccbab822,0
33e65b69645,0
8e51fcbff0c,1
b06bfd7f385,1
bcee8b6b261,1
23832ca0514,0
0085e6c083e,1
9641f91520b,1
9f5777d16ca,1
bdb722ee10e,0
00d2702f2c8,0
0940ec66b6a,0
785be1f7892,1
86b3988b2d8,1
e958edcc172,1
88439242f41,0
1aa3a463e56,1
d44aa405ff0,1
f6eb30ed363,1
b894a837ac0,1
77c67298278,0
64d15c021e7,0
a4df4c67181,1
c6f363a573d,0
ec46579e610,0
9e80eafc4e5,0
d2ce9a16955,0
11b726f7e66,0
8a329337985,1
2884cccb41a,0
9d5e7b750ed,1
9ea980d7988,1
f7e6d4d7e4c,0
0cf9aad989f,1
fd3d66857a8,0
005d7d3079f,1
ba61a84cad8,1
d2ef3c5c820,0
a570cadd51a,0
ea99f191d7e,0
e99ec35e125,1
1c31b3ad961,0
a6356633ad7,1
ee224a39d08,0
d2f18aa9f4d,0
81ef9159086,1
e367b3ff157,1
1feea094a3d,1
e9092e07a58,0
7655f6e9a97,0
9918be91cd3,1
cd103632a75,1
cb88c2995f4,1
f9fb32f7f93,1
ca737ffc795,0
b6b381fd8b6,1
5e7359c7280,1
aba081eb571,1
a83043cb45e,1
3a98ebb3b5b,1
215a9f7e58c,1
61e16e27c33,1
9445c316868,0
05fb2a05832,1
e2c4e57887b,0
726f05124f4,1
c1c79666d02,1
1603ed1305d,0
d042bf2423e,0
0ef56098f13,0
a4eddef65ec,1
a4a154a4c5b,1
b02e58bbe82,0
3ce616580f2,0
46e836d8467,0
ef0afa9da0d,1
6b40624e896,1
9e572a6f5f1,0
9063226e84c,1
01d022944d4,1
21e583c4fd3,0
885d834ff3b,1
65264075335,0
c4e00695a24,1
96b37d83612,1
698480d75d8,0
b29575afdfe,0
9fe84b13b71,1
ffd2dbac32e,1
1902543ac93,1
769defdf190,1
f982da7f67f,1
7fcc0ea0f06,0
f04ef872ab3,1
b9ebd89b9d1,0
8a2510b540c,1
2ba4f62a783,1
ce66a9f4bdc,1
834527c874e,1
e594bdd22ef,0
0b52297c5ac,1
14c9fd775b8,0
10ebce49eb6,0
9f8e7b4136d,1
b1b7579ba81,1
87e49ab585d,1
0c5493361ff,0
f59479ea519,0
7b7ea180bfb,0
2b717d4be9e,0
ad1324faf7d,1
57611d3d4bf,0
8b71024dda8,1
2f761e48391,1
107bf7b9a44,0
b58ce639812,0
9c4cc864030,1
a9ace4da8aa,0
156ee6a3a3f,1
4b8f42a4063,0
6dcb60aa085,1
8fb409b2a42,0
1a74b9798e8,0
912d12268e8,1
946ebfdf88e,0
8d8db502c5e,1
736d2bbe906,1
f069ed55793,1
d6f2c020c8e,1
52fc3905111,0
a83e64a4de2,1
5b79a208c43,0
81a5ad25703,0
107fbd01977,0
b7390c5ad1f,1
21f9710529d,0
62dedcf4916,0
7ec936f0522,0
34a237f962c,0
c245aad9699,0
e7260e0a747,0
801e95537ee,0
60f3f74a6a4,1
daedc3214eb,0
e5963c54bc3,1
32479d63299,0
d74b70dbe8c,1
1d9d0e6e4bf,0
8c55660cb56,0
bdec288cff2,0
37fdaa3905b,1
38fa2ca1464,1
6f9cf3c14bd,1
e7382fc819b,1
2fdef2ae1ad,1
7cb3b075609,1
d60c8f14a12,1
ec9212aaf59,1
840f3709f7c,1
16830bbdd8b,1
eca94635e01,1
398db2d7878,0
baee00a19c2,1
d9677f28486,0
6d6a333bbfc,1
d974e75b1da,0
2f657bb5b98,0
c5d34262d72,0
89a06bb19ae,0
33a68af8fe0,1
86582b2c40e,1
e3cd6647e64,0
ae559d23b6b,1
9a74e3cdb00,1
92c56354bd5,1
0e04996913a,0
fe5bdb4975a,0
bf3498d9886,0
eb154b92dc1,1
bd188b2bc1a,0
d202c2559d6,0
874c4d0bc2f,0
4a4b02a1918,1
d18d3878168,1
c62349e62a3,1
dc0bc0bd818,0
dd90738541f,1
ca4b7e0c773,0
f68554a1640,0
82190df602f,0
095a194ace5,0
d57ebd30ea0,1
6c4a30200da,0
bb2719a426a,0
e89a5929963,0
